,AT,BG,ES,FI,FR,GR,HR,IT,LT,LV,ME,MK,NO,PT,RO,RS,SE,SI
2019-02-17 00:00:00+00:00,862072.0,1204915.0,8866543.0,2094000.0,1319494.0,2149013.0,668400.0,2392672.0,9810.0,7264.0,248453.0,,36332000.0,1650986.0,1387900.0,306000.0,11207000.0,
2019-02-24 00:00:00+00:00,794181.0,1170349.0,8865013.0,1983000.0,1227480.0,2153383.0,661610.0,2313400.0,9033.0,8093.0,225538.0,,35024000.0,1667871.0,1393500.0,283000.0,10463000.0,
2019-03-03 00:00:00+00:00,748352.0,1150921.0,8911638.0,1893000.0,1161979.0,2181677.0,657760.0,2254138.0,9550.0,7202.0,214900.0,,33321000.0,1661229.0,1422200.0,290000.0,9690000.0,
2019-03-10 00:00:00+00:00,709164.0,1176933.0,9087423.0,1791000.0,1157528.0,2237243.0,663290.0,2223447.0,9806.0,5847.0,220248.0,,31545000.0,1697700.0,1477600.0,301000.0,8711000.0,
2019-03-17 00:00:00+00:00,651259.0,1224967.0,9072753.0,1752000.0,1135050.0,2286880.0,681840.0,2223185.0,9297.0,5075.0,228168.0,,30412000.0,1737386.0,1535000.0,296000.0,7993000.0,
2019-03-24 00:00:00+00:00,594518.0,1263683.0,9021714.0,1674000.0,1064149.0,2331711.0,684910.0,2224171.0,395.0,4366.0,235003.0,,29912000.0,1737657.0,1588900.0,280000.0,7518000.0,
2019-03-31 00:00:00+00:00,541928.0,1297249.0,8929867.0,1604000.0,984486.0,2365656.0,691860.0,2213155.0,7713.0,6165.0,236445.0,,30123000.0,3451343.0,1645300.0,287000.0,6906000.0,
2019-04-07 00:00:00+00:00,457413.0,1381822.0,8866221.0,1560000.0,932025.0,2423103.0,761780.0,2226789.0,7580.0,6156.0,263397.0,,28433000.0,1769129.0,1747700.0,310000.0,6123000.0,2600.0
2019-04-14 00:00:00+00:00,405422.0,1448177.0,8991028.0,1597000.0,921232.0,2520073.0,774310.0,2238218.0,7771.0,5543.0,282045.0,,27180000.0,1802886.0,1800300.0,327000.0,5697000.0,2600.0
2019-04-21 00:00:00+00:00,448854.0,1499549.0,9241342.0,1999000.0,1004280.0,2575099.0,771170.0,2235118.0,10150.0,2661.0,301043.0,,30738000.0,1912371.0,1882700.0,420000.0,7650000.0,2600.0
2019-04-28 00:00:00+00:00,451052.0,1566764.0,9617996.0,2487000.0,1112875.0,2620500.0,772550.0,2385351.0,10359.0,2615.0,331052.0,,34657000.0,1994357.0,2058400.0,375000.0,10050000.0,2600.0
2019-05-05 00:00:00+00:00,420343.0,1596943.0,9839298.0,2853000.0,1130279.0,2650887.0,794970.0,2415405.0,7946.0,2730.0,361366.0,,34793000.0,2025400.0,2252400.0,398000.0,11201000.0,2600.0
2019-05-12 00:00:00+00:00,404278.0,1644558.0,9909196.0,3399000.0,1254728.0,2690027.0,848620.0,2447059.0,9897.0,2919.0,373967.0,,36245000.0,2037600.0,2358000.0,410000.0,12601000.0,2600.0
2019-05-19 00:00:00+00:00,425504.0,1702848.0,9927860.0,3566000.0,1324928.0,2705574.0,870460.0,2592740.0,9260.0,2204.0,387567.0,,43215000.0,2004029.0,2623900.0,419000.0,15331000.0,2600.0
2019-05-26 00:00:00+00:00,508035.0,1752207.0,9891188.0,3730000.0,1481998.0,2700681.0,983570.0,2765628.0,10567.0,2561.0,411960.0,,45417000.0,2003057.0,2750100.0,424000.0,17171000.0,2600.0
2019-06-02 00:00:00+00:00,633327.0,1768678.0,9813065.0,3817000.0,1701147.0,2687381.0,958310.0,2922566.0,9251.0,2251.0,410410.0,,51500000.0,2002800.0,2825300.0,450000.0,19835000.0,2600.0
2019-06-09 00:00:00+00:00,891204.0,1762926.0,9712119.0,3877000.0,1959725.0,2664170.0,982320.0,3356910.0,10456.0,4702.0,408430.0,,55908000.0,2018343.0,2826000.0,457000.0,22379000.0,2600.0
2019-06-16 00:00:00+00:00,1151153.0,1726451.0,9590801.0,3905000.0,2172242.0,2625516.0,960300.0,3699271.0,10877.0,6566.0,402175.0,,59153000.0,2009271.0,2819100.0,452000.0,24248000.0,2600.0
2019-06-23 00:00:00+00:00,1333426.0,1704998.0,9422077.0,3896000.0,2394994.0,2570354.0,914220.0,3844951.0,9567.0,5468.0,388790.0,,61013000.0,1989371.0,2826500.0,451000.0,25300000.0,2600.0
2019-06-30 00:00:00+00:00,1456081.0,1688016.0,9194821.0,3892000.0,2572658.0,2501973.0,874980.0,4066554.0,9191.0,8868.0,366242.0,,62731000.0,1945186.0,2771600.0,448000.0,25945000.0,2600.0
2019-07-07 00:00:00+00:00,1516347.0,1681307.0,8965089.0,3832000.0,2673159.0,2427571.0,854030.0,4112154.0,8883.0,8220.0,357847.0,,62821000.0,1908971.0,2734200.0,443000.0,26124000.0,2600.0
2019-07-14 00:00:00+00:00,1525238.0,1677898.0,8724234.0,3758000.0,2690219.0,2383494.0,818030.0,4119959.0,8650.0,8084.0,347674.0,,63046000.0,1862214.0,2708400.0,443000.0,26084000.0,2600.0
2019-07-21 00:00:00+00:00,1572891.0,1655111.0,8415226.0,3656000.0,2697155.0,2331106.0,774360.0,4119282.0,8719.0,1792.0,328409.0,,64201000.0,1821386.0,2663500.0,437000.0,26231000.0,2600.0
2019-07-28 00:00:00+00:00,1695615.0,1618101.0,8130738.0,3531000.0,2742271.0,2239241.0,737110.0,4114254.0,8882.0,3707.0,316707.0,,64158000.0,1814614.0,2660000.0,448000.0,25937000.0,2600.0
2019-08-04 00:00:00+00:00,1746547.0,1595170.0,7910767.0,3454000.0,2749841.0,2145187.0,696070.0,4105847.0,8695.0,2862.0,303350.0,,63932000.0,1757643.0,2664000.0,463000.0,25669000.0,2600.0
2019-08-11 00:00:00+00:00,1808417.0,1559986.0,7706520.0,3434000.0,2762882.0,2058653.0,656850.0,4074133.0,9036.0,5485.0,291047.0,,65519000.0,1757800.0,2648200.0,468000.0,25864000.0,2600.0
2019-08-18 00:00:00+00:00,1853245.0,1531894.0,7515195.0,3383000.0,2777986.0,1979374.0,614760.0,4025899.0,9520.0,7241.0,274073.0,,67198000.0,1738657.0,2625300.0,461000.0,26044000.0,2600.0
2019-08-25 00:00:00+00:00,1870542.0,1500017.0,7325462.0,3321000.0,2760250.0,1898176.0,566400.0,3938394.0,9217.0,6422.0,248107.0,,68209000.0,1667571.0,2586000.0,438000.0,26104000.0,2600.0
2019-09-01 00:00:00+00:00,1853674.0,1474936.0,7109331.0,3246000.0,2718854.0,1829114.0,541050.0,3850573.0,9729.0,8468.0,218812.0,,69199000.0,1631700.0,2556500.0,425000.0,26376000.0,2600.0
2019-09-08 00:00:00+00:00,1869218.0,1456914.0,6907892.0,3156000.0,,1774203.0,522530.0,3788557.0,9090.0,9517.0,204623.0,,70572000.0,1613343.0,2525500.0,419000.0,26817000.0,2600.0
2019-09-15 00:00:00+00:00,1846058.0,1445419.0,6721584.0,3062000.0,2689334.0,1709124.0,493720.0,3659235.0,9118.0,7778.0,189072.0,,71892000.0,1547229.0,2478200.0,419000.0,27207000.0,2600.0
2019-09-22 00:00:00+00:00,1850987.0,1431683.0,6541441.0,2947000.0,2650572.0,1660243.0,477200.0,3496676.0,8852.0,7913.0,164058.0,,71544000.0,1505200.0,2426500.0,429000.0,27208000.0,
2019-09-29 00:00:00+00:00,1851101.0,1417809.0,6406922.0,2949000.0,2648638.0,1620804.0,444630.0,3372804.0,9880.0,9351.0,154753.0,,70810000.0,1419543.0,2385800.0,433000.0,27044000.0,2600.0
2019-10-06 00:00:00+00:00,1875628.0,1385018.0,6275794.0,2924000.0,2625151.0,1593529.0,408200.0,3358775.0,10198.0,9178.0,147358.0,,70473000.0,1354229.0,2331500.0,432000.0,26634000.0,2600.0
2019-10-13 00:00:00+00:00,1878607.0,1370412.0,6219253.0,2916000.0,2649054.0,1559617.0,381930.0,3317804.0,10670.0,8909.0,139219.0,,70183000.0,1385343.0,2291100.0,423000.0,26270000.0,2600.0
2019-10-20 00:00:00+00:00,1870986.0,1360997.0,6284356.0,3001000.0,2771196.0,1528351.0,363070.0,3496510.0,9011.0,8904.0,135077.0,,70613000.0,1368914.0,2240800.0,407000.0,26315000.0,2600.0
2019-10-27 00:00:00+00:00,1871050.0,1334549.0,6356816.0,3011000.0,2851394.0,1497306.0,315930.0,3570899.0,10867.0,7611.0,133298.0,,69470000.0,,2186700.0,387000.0,25846000.0,2600.0
2019-11-03 00:00:00+00:00,1875843.0,1331393.0,6430248.0,2971000.0,2986771.0,1509176.0,409700.0,3565581.0,9974.0,7887.0,260825.0,,66912000.0,1346114.0,2179400.0,398000.0,24884000.0,2600.0
2019-11-10 00:00:00+00:00,1814659.0,1331565.0,6710769.0,3016000.0,2954760.0,1569136.0,587240.0,3605834.0,10460.0,8156.0,360137.0,,64716000.0,1422800.0,2190300.0,404000.0,24177000.0,2600.0
2019-11-17 00:00:00+00:00,1763652.0,1363271.0,7183697.0,3066000.0,2792032.0,1615539.0,726770.0,3641823.0,10351.0,7899.0,403839.0,,62881000.0,1469071.0,2203800.0,413000.0,23667000.0,2600.0
2019-11-24 00:00:00+00:00,1719248.0,1389109.0,7619887.0,3115000.0,2815568.0,1706749.0,769060.0,3584183.0,9891.0,8600.0,416744.0,,60700000.0,1511371.0,2190600.0,408000.0,22921000.0,2600.0
2019-12-01 00:00:00+00:00,1650410.0,1380340.0,8093412.0,3152000.0,2815166.0,1771210.0,776580.0,3453395.0,10772.0,8275.0,427532.0,,59558000.0,1694471.0,2137500.0,382000.0,22429000.0,2600.0
2019-12-08 00:00:00+00:00,1568352.0,1383728.0,8160557.0,3179000.0,2657645.0,1829236.0,818860.0,3313876.0,9042.0,9510.0,428796.0,,58252000.0,1822871.0,2110400.0,372000.0,21817000.0,2600.0
2019-12-15 00:00:00+00:00,1527181.0,1384397.0,8628229.0,3178000.0,2652638.0,1926080.0,896810.0,3248640.0,9350.0,6794.0,416096.0,,56416000.0,1809314.0,2087200.0,378000.0,21044000.0,2600.0
2019-12-22 00:00:00+00:00,1564023.0,1392159.0,9450499.0,3197000.0,2804309.0,2105164.0,997630.0,3283708.0,9413.0,4629.0,448435.0,,54889000.0,2147214.0,2122800.0,401000.0,20385000.0,2600.0
2019-12-29 00:00:00+00:00,1570578.0,1376201.0,9522998.0,3235000.0,2780215.0,2126176.0,970160.0,3290402.0,12217.0,2862.0,431295.0,,55741000.0,2481857.0,2099800.0,404000.0,20727000.0,2600.0
2020-01-05 00:00:00+00:00,1533996.0,1380180.0,9753093.0,3258000.0,2742325.0,2124033.0,924660.0,3127104.0,10238.0,3686.0,404753.0,,55494000.0,2403771.0,2019500.0,404000.0,20546000.0,2600.0
2020-01-12 00:00:00+00:00,1426254.0,1379576.0,9921851.0,3262000.0,2652974.0,2116300.0,864360.0,2982378.0,9272.0,4205.0,370849.0,,54438000.0,2305786.0,1923200.0,359000.0,20092000.0,2600.0
2020-01-19 00:00:00+00:00,1273793.0,1387175.0,9950225.0,3241000.0,2426891.0,2103063.0,824010.0,2857100.0,9747.0,3937.0,339163.0,,53991000.0,2252286.0,1847200.0,337000.0,19893000.0,2600.0
2020-01-26 00:00:00+00:00,1156977.0,1392324.0,10148824.0,3237000.0,2194236.0,2101504.0,792520.0,2761989.0,8568.0,3722.0,331887.0,,52480000.0,2234714.0,1784600.0,337000.0,19415000.0,2600.0
2020-02-02 00:00:00+00:00,1153654.0,1373414.0,10445314.0,3153000.0,2214084.0,2106297.0,757850.0,2663254.0,8242.0,3635.0,325708.0,,50560000.0,2302414.0,1810500.0,345000.0,18612000.0,
2020-02-09 00:00:00+00:00,1137108.0,1384644.0,10452323.0,3094000.0,2174132.0,2127881.0,728610.0,2591666.0,8298.0,3276.0,309088.0,,49178000.0,2393700.0,1790000.0,338000.0,17849000.0,2600.0
2020-02-16 00:00:00+00:00,1086259.0,1391389.0,10406929.0,3065000.0,2116585.0,2148316.0,695570.0,2507106.0,8808.0,3964.0,288583.0,,48345000.0,2337057.0,1753000.0,340000.0,17188000.0,2600.0
2020-02-23 00:00:00+00:00,1062706.0,1411395.0,10318969.0,2969000.0,2008603.0,2158830.0,653740.0,2432371.0,8267.0,4158.0,269656.0,,45962000.0,2278857.0,1718200.0,341000.0,16056000.0,2600.0
2020-03-01 00:00:00+00:00,1015282.0,1455141.0,10393202.0,2867000.0,1864482.0,2182966.0,737660.0,2330923.0,9211.0,4439.0,322839.0,,43439000.0,2208667.0,1744300.0,372000.0,14897000.0,2600.0
2020-03-08 00:00:00+00:00,961767.0,1571544.0,10701985.0,2757000.0,1816423.0,2245693.0,749580.0,2306813.0,9273.0,3934.0,327715.0,,41581000.0,2283286.0,1800600.0,412000.0,13942000.0,2600.0
2020-03-15 00:00:00+00:00,931444.0,1600109.0,10818085.0,2624000.0,1779274.0,2273650.0,729840.0,2301744.0,9394.0,2562.0,325986.0,,39454000.0,2300229.0,1815500.0,432000.0,12836000.0,2600.0
2020-03-22 00:00:00+00:00,862319.0,1615552.0,10970564.0,2470000.0,1763973.0,2305520.0,717650.0,2308465.0,417.0,2249.0,322093.0,,37347000.0,2295357.0,1840300.0,451000.0,11785000.0,2600.0
2020-03-29 00:00:00+00:00,738395.0,1651054.0,11022385.0,2301000.0,1614814.0,2378903.0,710990.0,2344283.0,8393.0,3680.0,315502.0,,35165000.0,4567000.0,1817200.0,478000.0,10848000.0,2600.0
2020-04-05 00:00:00+00:00,665637.0,1748300.0,11312209.0,2183000.0,1513412.0,2513221.0,697170.0,2386071.0,10251.0,4099.0,315067.0,,33515000.0,2309400.0,1808700.0,488000.0,9989000.0,2600.0
2020-04-12 00:00:00+00:00,684287.0,1778543.0,11658137.0,2095000.0,1551504.0,2562726.0,683760.0,2435944.0,9646.0,5617.0,321009.0,,32247000.0,2444000.0,1802200.0,490000.0,9273000.0,2600.0
2020-04-19 00:00:00+00:00,721438.0,1808201.0,12134569.0,2076000.0,1670557.0,2601481.0,672190.0,2536276.0,8900.0,2963.0,327560.0,,31285000.0,2531057.0,1817800.0,490000.0,9042000.0,2600.0
2020-04-26 00:00:00+00:00,708383.0,1838761.0,12486925.0,2047000.0,1740867.0,2634484.0,670420.0,2689170.0,9564.0,2655.0,337588.0,,29842000.0,2557543.0,1848300.0,539000.0,8817000.0,2600.0
2020-05-03 00:00:00+00:00,708108.0,1855724.0,12825077.0,2174000.0,1977501.0,2647967.0,652290.0,2800064.0,9278.0,2930.0,350531.0,,28684000.0,2598514.0,1896000.0,555000.0,8735000.0,2600.0
2020-05-10 00:00:00+00:00,770601.0,1902598.0,12887878.0,2409000.0,2184713.0,2643027.0,635770.0,3015455.0,10075.0,3030.0,355771.0,,27462000.0,2579957.0,1972200.0,569000.0,8453000.0,2600.0
2020-05-17 00:00:00+00:00,844063.0,1929470.0,12983647.0,2754000.0,2355412.0,2623071.0,605750.0,3293225.0,9572.0,2676.0,359101.0,,27421000.0,2561414.0,2057000.0,562000.0,8655000.0,2600.0
2020-05-24 00:00:00+00:00,923587.0,1951644.0,13000919.0,3499000.0,2576537.0,2591603.0,578710.0,3416423.0,10513.0,2574.0,361676.0,,31201000.0,2526029.0,2113400.0,544000.0,10943000.0,2600.0
2020-05-31 00:00:00+00:00,932650.0,1966053.0,12884805.0,3865000.0,2698730.0,2547303.0,555250.0,3505076.0,9236.0,1775.0,359699.0,,38653000.0,2501057.0,2155100.0,528000.0,15082000.0,2600.0
2020-06-07 00:00:00+00:00,1011564.0,1984856.0,12734095.0,3986000.0,2775806.0,2501621.0,546400.0,3691662.0,7797.0,2019.0,363631.0,,46512000.0,2489486.0,2241100.0,512000.0,18707000.0,
2020-06-14 00:00:00+00:00,1122407.0,2000952.0,12647900.0,3982000.0,2837466.0,2444034.0,533840.0,3756357.0,8156.0,2602.0,364374.0,,55765000.0,2433957.0,2437500.0,511000.0,21824000.0,2600.0
2020-06-21 00:00:00+00:00,1180014.0,2014385.0,12457241.0,3901000.0,2854415.0,2388387.0,518310.0,3781221.0,8080.0,2200.0,364461.0,,63779000.0,2378986.0,2650900.0,557000.0,24193000.0,2600.0
2020-06-28 00:00:00+00:00,1309394.0,1996504.0,12209124.0,4027000.0,2972388.0,2310389.0,499900.0,3956998.0,9860.0,4574.0,355309.0,,68023000.0,2326143.0,2701700.0,574000.0,25683000.0,2600.0
2020-07-05 00:00:00+00:00,1457304.0,1995158.0,11962484.0,4099000.0,3064947.0,2262883.0,487210.0,4021252.0,10245.0,5529.0,347031.0,,70082000.0,2289714.0,2739700.0,584000.0,26369000.0,2600.0
2020-07-12 00:00:00+00:00,1518133.0,1983518.0,11748175.0,4072000.0,3087938.0,2201184.0,478000.0,3991002.0,8559.0,4825.0,332347.0,,72503000.0,2249057.0,2769800.0,581000.0,27014000.0,2600.0
2020-07-19 00:00:00+00:00,1570448.0,1962838.0,11502495.0,4130000.0,3088372.0,2121997.0,465620.0,3942383.0,9218.0,6264.0,321347.0,,74301000.0,2205786.0,2849800.0,584000.0,28411000.0,2600.0
2020-07-26 00:00:00+00:00,1631195.0,1915996.0,11141120.0,4128000.0,3100546.0,2036714.0,443810.0,3923114.0,8137.0,5207.0,302293.0,,77861000.0,2168143.0,2844100.0,584000.0,29398000.0,2600.0
2020-08-02 00:00:00+00:00,1728887.0,1895656.0,10709340.0,4104000.0,3062108.0,1962024.0,435110.0,3846485.0,7951.0,4454.0,294186.0,,79170000.0,2149543.0,2795200.0,584000.0,29676000.0,2600.0
2020-08-09 00:00:00+00:00,1749681.0,1872773.0,10366823.0,4002000.0,3013309.0,1906969.0,416410.0,3854953.0,8514.0,6020.0,281348.0,,79034000.0,2105271.0,2762900.0,593000.0,29297000.0,2600.0
2020-08-16 00:00:00+00:00,1770731.0,1853578.0,10072905.0,3893000.0,2986398.0,1843071.0,412270.0,3807057.0,8418.0,4035.0,270529.0,,79517000.0,2094186.0,2744100.0,591000.0,28821000.0,2600.0
2020-08-23 00:00:00+00:00,1787368.0,1826122.0,9705841.0,3804000.0,2955316.0,1783669.0,388610.0,3825828.0,8814.0,4365.0,258418.0,,79325000.0,2068171.0,2718400.0,577000.0,28217000.0,2600.0
2020-08-30 00:00:00+00:00,1889601.0,1805355.0,9363826.0,3716000.0,2975651.0,1715489.0,370410.0,,8655.0,6245.0,240877.0,,78874000.0,2044271.0,2671500.0,551000.0,27626000.0,2600.0
2020-09-06 00:00:00+00:00,1881744.0,1781450.0,9079685.0,3667000.0,2929369.0,1659656.0,359980.0,3755156.0,8967.0,7016.0,225418.0,,80132000.0,2013371.0,2644000.0,553000.0,27426000.0,2600.0
2020-09-13 00:00:00+00:00,1827376.0,1755506.0,8792826.0,3714000.0,2855432.0,1645149.0,347090.0,3610980.0,8717.0,6810.0,208453.0,,80954000.0,1990171.0,2575200.0,562000.0,27439000.0,2600.0
2020-09-20 00:00:00+00:00,1813661.0,1725457.0,8554046.0,3750000.0,2821249.0,1710940.0,338350.0,3511266.0,9918.0,6299.0,201878.0,,81881000.0,1969886.0,2497900.0,554000.0,28350000.0,2600.0
2020-09-27 00:00:00+00:00,1817463.0,1707801.0,8407927.0,3731000.0,2801270.0,1709749.0,369780.0,3575840.0,8760.0,5445.0,217077.0,,82059000.0,1934443.0,2488400.0,561000.0,28455000.0,2600.0
2020-10-04 00:00:00+00:00,1884485.0,1696007.0,8345466.0,3736000.0,2964842.0,1684219.0,365550.0,3720602.0,10068.0,5095.0,232218.0,,82636000.0,1913700.0,2494900.0,565000.0,28977000.0,2600.0
2020-10-11 00:00:00+00:00,1901884.0,1689513.0,8253016.0,3739000.0,3019708.0,1688014.0,455620.0,3666317.0,8823.0,6706.0,314756.0,,81294000.0,1841029.0,2519500.0,558000.0,29092000.0,2600.0
2020-10-18 00:00:00+00:00,1868049.0,1675447.0,8224358.0,3789000.0,2956736.0,1692487.0,464840.0,3604714.0,399.0,5736.0,331875.0,,80630000.0,1758986.0,2482300.0,569000.0,28901000.0,2600.0
2020-10-25 00:00:00+00:00,1875010.0,1670887.0,8440297.0,3958000.0,3041148.0,1676901.0,474860.0,3640905.0,5023.0,7174.0,331257.0,,80711000.0,,2461500.0,574000.0,29087000.0,2600.0
2020-11-01 00:00:00+00:00,1901278.0,1670409.0,8534366.0,4104000.0,3088786.0,1656470.0,460120.0,3602464.0,9629.0,5852.0,311744.0,,82422000.0,1759086.0,2436000.0,576000.0,30435000.0,2600.0
2020-11-08 00:00:00+00:00,1844820.0,1639576.0,8602562.0,4105000.0,3035130.0,1624097.0,431350.0,3519272.0,8329.0,5381.0,276864.0,,81590000.0,1697914.0,2367700.0,567000.0,30343000.0,2600.0
2020-11-15 00:00:00+00:00,1771305.0,1612584.0,8582863.0,4210000.0,3012185.0,1591729.0,455490.0,3415110.0,9319.0,6125.0,247571.0,,83251000.0,1703557.0,2300100.0,551000.0,30498000.0,2600.0
2020-11-22 00:00:00+00:00,1646477.0,1583511.0,8494958.0,4244000.0,2929262.0,1563906.0,439630.0,3325664.0,9114.0,6568.0,209192.0,,82282000.0,1640943.0,2186200.0,520000.0,29971000.0,2600.0
2020-11-29 00:00:00+00:00,1484928.0,1551067.0,8372287.0,4236000.0,2674858.0,1518616.0,535840.0,3284366.0,8780.0,5944.0,175950.0,,80219000.0,1579729.0,2097700.0,480000.0,29294000.0,2600.0
2020-12-06 00:00:00+00:00,1363739.0,1598220.0,8486186.0,4194000.0,2521048.0,1576123.0,784890.0,3368023.0,8558.0,4644.0,200992.0,,77675000.0,1530757.0,2024500.0,480000.0,28376000.0,2600.0
2020-12-13 00:00:00+00:00,1244037.0,1599804.0,8925312.0,4171000.0,2454326.0,1667327.0,773800.0,3316442.0,8871.0,6869.0,186475.0,,75794000.0,1553929.0,1942000.0,460000.0,27612000.0,2600.0
2020-12-20 00:00:00+00:00,1198183.0,1599053.0,9231297.0,4211000.0,2473628.0,1677529.0,758000.0,3244488.0,9647.0,4174.0,187229.0,,74201000.0,1641075.0,1902900.0,468000.0,26965000.0,2600.0
2020-12-27 00:00:00+00:00,1192861.0,1652880.0,9415749.0,4210000.0,2532396.0,1773210.0,911650.0,3270448.0,10995.0,,311763.0,,71590000.0,1759571.0,1917400.0,501000.0,,2600.0
2021-01-03 00:00:00+00:00,1117055.0,1744250.0,9385531.0,4131000.0,2407326.0,2034666.0,1006600.0,3208963.0,9392.0,6485.0,365226.0,,68216000.0,1784471.0,1932400.0,523000.0,24806000.0,2600.0
2021-01-10 00:00:00+00:00,1007379.0,1931391.0,9026169.0,4011000.0,2081829.0,2414943.0,987580.0,3117284.0,9024.0,6062.0,374921.0,,64866000.0,1723686.0,1885200.0,549000.0,23605000.0,2600.0
2021-01-17 00:00:00+00:00,952429.0,1904207.0,9366925.0,3917000.0,1924342.0,2424524.0,1001300.0,3011527.0,6649.0,6299.0,343888.0,,62240000.0,1704571.0,1823700.0,514000.0,22596000.0,2600.0
2021-01-24 00:00:00+00:00,899576.0,1915834.0,9366925.0,3796000.0,1772556.0,2598353.0,1079980.0,2982901.0,8939.0,6900.0,402407.0,,58446000.0,1720743.0,1772300.0,510000.0,21232000.0,2600.0
2021-01-31 00:00:00+00:00,853281.0,1978586.0,10269799.0,3627000.0,1859154.0,2729143.0,1132040.0,2886318.0,9744.0,6248.0,427172.0,,55336000.0,1968114.0,1746000.0,518000.0,19846000.0,2600.0
2021-02-07 00:00:00+00:00,748222.0,2003852.0,12156166.0,3432000.0,1726279.0,2745673.0,1281270.0,2831034.0,9636.0,5030.0,496842.0,,51903563.0,2145786.0,1804300.0,533000.0,18499000.0,2600.0
2021-02-14 00:00:00+00:00,666611.0,1947172.0,12156166.0,3272000.0,1533892.0,2702649.0,1280250.0,2709823.0,9866.0,6671.0,468775.0,,48977226.0,2485514.0,1770600.0,533000.0,17223000.0,2600.0
2021-02-21 00:00:00+00:00,611769.0,1923776.0,12682828.0,3149670.0,1515570.0,2626079.0,1234660.0,2591988.0,10820.0,7094.0,410050.0,,47937486.0,2593229.0,1753000.0,530000.0,16292000.0,2600.0
2021-02-28 00:00:00+00:00,534981.0,1876097.0,12602854.0,3019940.0,1386764.0,2588459.0,1170710.0,2470744.0,8421.0,5947.0,365963.0,,45985259.0,2634829.0,1744600.0,514000.0,15521000.0,2600.0
2021-03-07 00:00:00+00:00,454595.0,1813677.0,12602854.0,2837430.0,1176034.0,2594346.0,1120900.0,2362042.0,9805.0,6248.0,325898.0,,43819163.0,2603143.0,1708600.0,503000.0,14460000.0,2600.0
2021-03-14 00:00:00+00:00,401931.0,1764102.0,12507948.0,2669970.0,1154107.0,2624674.0,1084180.0,2262471.0,8940.0,5750.0,299759.0,,41202377.0,2580657.0,1708900.0,502000.0,13484000.0,2600.0
2021-03-21 00:00:00+00:00,349156.0,1729130.0,12373271.0,2526730.0,994654.0,2743769.0,1028790.0,2205432.0,9719.0,3103.0,262405.0,,39539539.0,2589657.0,1692900.0,488000.0,12876000.0,2600.0
2021-03-28 00:00:00+00:00,328343.0,1720344.0,12137668.0,2489080.0,961615.0,2781333.0,998550.0,2177522.0,9896.0,5740.0,248233.0,,39929876.0,5029858.0,1741100.0,513000.0,12575000.0,
2021-04-04 00:00:00+00:00,316830.0,1749291.0,12000960.0,2494370.0,998746.0,2844983.0,939690.0,2196030.0,9910.0,4852.0,245768.0,,38710441.0,2494143.0,1755000.0,528000.0,11990000.0,2600.0
2021-04-11 00:00:00+00:00,275505.0,1740218.0,11756650.0,2480230.0,917246.0,2869503.0,907340.0,2138508.0,8809.0,3828.0,247899.0,,36410653.0,2435557.0,1783000.0,512000.0,11211000.0,2600.0
2021-04-18 00:00:00+00:00,269440.0,1752153.0,11503922.0,2659820.0,874649.0,2874471.0,862330.0,2106126.0,9338.0,3437.0,243332.0,,34833740.0,2406100.0,1840600.0,517000.0,11204000.0,2600.0
2021-04-25 00:00:00+00:00,292186.0,1761652.0,11313372.0,2813750.0,940614.0,2928179.0,864330.0,2136963.0,7821.0,2998.0,263423.0,,32470945.0,2441743.0,1962400.0,528000.0,10632000.0,2600.0
2021-05-02 00:00:00+00:00,321166.0,1830847.0,11235497.0,2933000.0,1047965.0,2949926.0,840580.0,2224786.0,9047.0,3632.0,300376.0,,30736708.0,2429086.0,2183500.0,561000.0,10189000.0,2600.0
2021-05-09 00:00:00+00:00,354573.0,1851333.0,11206561.0,3368040.0,1231647.0,2949653.0,787440.0,2369558.0,10630.0,3738.0,321951.0,,32868956.0,2458271.0,2339300.0,571000.0,11749000.0,2600.0
2021-05-16 00:00:00+00:00,379549.0,1873827.0,11268445.0,4136210.0,1413451.0,2933636.0,756790.0,2476447.0,9219.0,3423.0,338635.0,,36874575.0,2509171.0,2459800.0,577000.0,15826000.0,2600.0
2021-05-23 00:00:00+00:00,411966.0,1923546.0,11238136.0,4435490.0,1509465.0,2896424.0,722460.0,2511966.0,7309.0,2914.0,318927.0,,41152113.0,2474829.0,2564400.0,587000.0,18286000.0,2600.0
2021-05-30 00:00:00+00:00,433519.0,1961633.0,11052279.0,4487460.0,1628356.0,2848443.0,699260.0,2665591.0,7472.0,2263.0,362200.0,,46162040.0,2415314.0,2612000.0,587000.0,20481000.0,2600.0
2021-06-06 00:00:00+00:00,548224.0,2013073.0,10912561.0,4442360.0,1803076.0,2809117.0,679520.0,2879527.0,6124.0,2226.0,363021.0,,50903895.0,2367900.0,2640100.0,593000.0,22736000.0,2600.0
2021-06-13 00:00:00+00:00,738921.0,2041058.0,10722206.0,4401290.0,2002076.0,2784746.0,657240.0,3071905.0,8414.0,2649.0,363021.0,,55001275.0,2315943.0,2723500.0,608000.0,24103000.0,2600.0
2021-06-20 00:00:00+00:00,960466.0,2025274.0,10560103.0,4468870.0,2183321.0,2732103.0,627170.0,3311711.0,7781.0,3110.0,344691.0,,56992323.0,2302829.0,2746600.0,580000.0,24963000.0,2600.0
