,AT,BG,ES,FI,FR,GR,HR,IT,LT,LV,ME,MK,NO,PT,RO,RS,SE,SI
2021-06-27 00:00:00+00:00,1091048.0,1987616.0,10358992.0,4351190.0,2310252.0,2634616.0,594330.0,3437892.0,7971.0,4941.0,335278.0,,57533640.0,2262486.0,2805400.0,544000.0,24833000.0,2600.0
2021-07-04 00:00:00+00:00,1200078.0,1961838.0,9995849.0,4191590.0,2349488.0,2537830.0,570330.0,3472173.0,9004.0,4747.0,326533.0,,59205213.0,2218614.0,2789900.0,518000.0,24870000.0,2600.0
2021-07-11 00:00:00+00:00,1362001.0,1932139.0,9598298.0,4018450.0,2463983.0,2439319.0,550830.0,3594350.0,8434.0,5485.0,313612.0,,59663535.0,2170743.0,2756100.0,483000.0,24833000.0,2600.0
2021-07-18 00:00:00+00:00,1527934.0,1908114.0,9194704.0,3881630.0,2538196.0,2351654.0,534450.0,3598387.0,9691.0,6074.0,306682.0,,59939003.0,2103829.0,2776200.0,483000.0,24794000.0,2600.0
2021-07-25 00:00:00+00:00,1618035.0,1869167.0,8852855.0,3812340.0,2549423.0,2248851.0,505820.0,3597507.0,8933.0,6534.0,283343.0,,60675291.0,2035500.0,2743300.0,497000.0,24526000.0,2600.0
2021-08-01 00:00:00+00:00,1745758.0,1826619.0,8477701.0,3839930.0,2607829.0,2100217.0,483150.0,3622011.0,8605.0,7959.0,257791.0,,59962500.0,1983586.0,2716800.0,508000.0,23946000.0,2600.0
2021-08-08 00:00:00+00:00,1809100.0,1786061.0,8107387.0,3840100.0,2658935.0,1989261.0,444330.0,3656351.0,9745.0,8412.0,240956.0,,59566382.0,1906757.0,2686900.0,494000.0,23566000.0,2600.0
2021-08-15 00:00:00+00:00,1813131.0,1752539.0,7728542.0,3881110.0,2655591.0,1908754.0,410080.0,3577435.0,9059.0,9284.0,225395.0,,59207451.0,1874529.0,2643900.0,493000.0,23939000.0,2600.0
2021-08-22 00:00:00+00:00,1808115.0,1718889.0,7373652.0,3857880.0,2612909.0,1834389.0,381130.0,3444990.0,8271.0,8074.0,223203.0,,58342518.0,1848925.0,2605100.0,493000.0,23987000.0,2600.0
2021-08-29 00:00:00+00:00,1781623.0,1689381.0,7047190.0,3733870.0,2537592.0,1765827.0,350020.0,3259127.0,9467.0,9508.0,212929.0,,57363294.0,1794850.0,2604000.0,475000.0,23839000.0,2600.0
2021-09-05 00:00:00+00:00,1748458.0,1658256.0,6783967.0,3646030.0,2471418.0,1712784.0,327420.0,3161635.0,9355.0,8591.0,198823.0,,56804399.0,1744743.0,2585700.0,467000.0,23837000.0,2600.0
2021-09-12 00:00:00+00:00,1725763.0,1624586.0,6577502.0,3647910.0,2394175.0,1667461.0,310470.0,3099562.0,9301.0,8636.0,185220.0,,55407541.0,1715400.0,2538000.0,452000.0,23362000.0,2600.0
2021-09-19 00:00:00+00:00,1770991.0,1588793.0,6433671.0,3584290.0,2361161.0,1614879.0,294800.0,3088420.0,10206.0,9250.0,178895.0,,55047555.0,1705943.0,2473000.0,426000.0,23318000.0,2600.0
2021-09-26 00:00:00+00:00,1765433.0,1560129.0,6314146.0,3538380.0,2330764.0,1572029.0,278140.0,3001807.0,9720.0,9954.0,170208.0,,56445655.0,1661143.0,2430800.0,424000.0,23711000.0,2600.0
2021-10-03 00:00:00+00:00,1782655.0,1531850.0,6211446.0,3563360.0,2373290.0,1542964.0,277720.0,3108077.0,9239.0,10377.0,159874.0,,58059418.0,1632771.0,2366100.0,431000.0,25074000.0,2600.0
2021-10-10 00:00:00+00:00,1765350.0,1583173.0,6132781.0,3651460.0,2385992.0,1569253.0,269620.0,3060785.0,9718.0,8839.0,145004.0,,59052506.0,1582657.0,2302800.0,407000.0,25892000.0,2600.0
2021-10-17 00:00:00+00:00,1729692.0,1610833.0,6017107.0,3738750.0,2356588.0,1602789.0,256140.0,2986852.0,9386.0,10546.0,128926.0,,59710464.0,1501100.0,2258900.0,408000.0,26116000.0,2600.0
2021-10-24 00:00:00+00:00,1716410.0,1595070.0,5955169.0,3806260.0,2291919.0,1588664.0,243100.0,2932073.0,8473.0,10371.0,118786.0,,62332993.0,1453443.0,2195600.0,382000.0,26666000.0,2600.0
2021-10-31 00:00:00+00:00,1717056.0,1576258.0,5998857.0,3946170.0,2349925.0,1583371.0,317040.0,2873496.0,11014.0,10217.0,123661.0,,63117993.0,,2148400.0,366000.0,27244000.0,2600.0
2021-11-07 00:00:00+00:00,1659182.0,1552508.0,6093301.0,3949390.0,2344289.0,1565527.0,387400.0,2871634.0,9810.0,9112.0,129436.0,,62363972.0,1520071.0,2133700.0,373000.0,27045000.0,2600.0
2021-11-14 00:00:00+00:00,1557858.0,1512518.0,6041398.0,3928460.0,2216776.0,1524993.0,408110.0,2779262.0,8690.0,8539.0,118441.0,,62246470.0,1439200.0,2080800.0,352000.0,26774000.0,2600.0
2021-11-21 00:00:00+00:00,1475039.0,1482907.0,5960429.0,3879820.0,2119853.0,1513156.0,446870.0,2767351.0,9433.0,9161.0,119248.0,,60272410.0,1336943.0,2021600.0,329000.0,26034000.0,2600.0
2021-11-28 00:00:00+00:00,1441692.0,1481596.0,5975308.0,3829100.0,2024972.0,1740009.0,635910.0,2776654.0,9351.0,9105.0,178925.0,,57512334.0,1252143.0,1977100.0,289000.0,24798000.0,2600.0
2021-12-05 00:00:00+00:00,1402617.0,1596321.0,6157103.0,3702150.0,2059628.0,2024340.0,809940.0,2831420.0,8746.0,7340.0,226107.0,,54360090.0,1209014.0,1970300.0,284000.0,23492000.0,2600.0
2021-12-12 00:00:00+00:00,1323892.0,1708038.0,6469940.0,3643560.0,2010670.0,2394741.0,842040.0,2830287.0,10438.0,9828.0,226051.0,,53123700.0,1230829.0,1962600.0,252000.0,22975000.0,2600.0
2021-12-19 00:00:00+00:00,1274576.0,1663069.0,6504027.0,3540990.0,1928190.0,2339970.0,882730.0,2807977.0,9350.0,7340.0,206400.0,,50620718.0,1149029.0,1945000.0,244000.0,21933000.0,2600.0
2021-12-26 00:00:00+00:00,1297334.0,1688067.0,6634460.0,3447460.0,2029801.0,2448557.0,1021700.0,2650006.0,9909.0,6104.0,255608.0,,48944611.0,1074486.0,1980300.0,250000.0,20849000.0,2600.0
2022-01-02 00:00:00+00:00,1311570.0,1687385.0,6946823.0,3323570.0,2152112.0,2408299.0,1023740.0,2522113.0,9689.0,9284.0,282983.0,,46632114.0,1166171.0,2043700.0,309000.0,19630000.0,2600.0
2022-01-09 00:00:00+00:00,1260206.0,1671102.0,7149220.0,3208780.0,2137089.0,2340049.0,989730.0,2462212.0,9389.0,8847.0,285519.0,,45418364.0,1131214.0,2026400.0,312000.0,19216000.0,2600.0
2022-01-16 00:00:00+00:00,1174620.0,1640893.0,7209468.0,3089970.0,1998118.0,2300851.0,964270.0,2388624.0,9904.0,8693.0,272633.0,,43951856.0,1110243.0,1977200.0,296000.0,18718000.0,2600.0
2022-01-23 00:00:00+00:00,1037006.0,1595092.0,7116328.0,2966540.0,1817029.0,2269183.0,906080.0,2195808.0,9591.0,9027.0,245370.0,,42768986.0,1048357.0,1904300.0,252000.0,18142000.0,2600.0
2022-01-30 00:00:00+00:00,962906.0,1569099.0,7003277.0,2823530.0,1747271.0,2272920.0,864420.0,2115744.0,9179.0,9699.0,314328.0,,40940859.0,1025371.0,1857500.0,211000.0,17101000.0,2600.0
2022-02-06 00:00:00+00:00,933635.0,1562058.0,6964737.0,2708320.0,1729375.0,2317173.0,837130.0,2034082.0,11035.0,9111.0,288519.0,,39219178.0,1029086.0,1822000.0,198000.0,16343000.0,2600.0
2022-02-13 00:00:00+00:00,879665.0,1549393.0,6930013.0,2619100.0,1697421.0,2363477.0,832060.0,1972757.0,11388.0,10038.0,300855.0,,37387327.0,1028671.0,1801400.0,210000.0,15273000.0,2600.0
2022-02-20 00:00:00+00:00,885628.0,1533720.0,6905883.0,2466590.0,1739794.0,2420374.0,834840.0,2135854.0,9716.0,8102.0,311048.0,,34977679.0,1041957.0,1782900.0,225000.0,14253000.0,2600.0
2022-02-27 00:00:00+00:00,807447.0,1499699.0,6817599.0,2302710.0,1604668.0,2481293.0,803720.0,2078922.0,8592.0,5433.0,183244.0,,32407202.0,1041671.0,1730200.0,210000.0,13208000.0,2600.0
2022-03-06 00:00:00+00:00,693482.0,1447378.0,6793423.0,2127630.0,1420843.0,2529609.0,764620.0,1839557.0,9747.0,6905.0,130390.0,,29964400.0,1021300.0,1647700.0,172000.0,12079000.0,2600.0
2022-03-13 00:00:00+00:00,639839.0,1405096.0,6880783.0,2025290.0,1375108.0,2546021.0,736800.0,1837814.0,8697.0,8092.0,130143.0,,27537587.0,1026457.0,1564500.0,159000.0,11200000.0,2600.0
2022-03-20 00:00:00+00:00,609961.0,1387830.0,7046049.0,1915720.0,1369050.0,2581229.0,712290.0,1850567.0,502.0,8020.0,119616.0,,25626680.0,1045400.0,1517500.0,159000.0,10607000.0,2600.0
2022-03-27 00:00:00+00:00,564987.0,1397210.0,7240210.0,1800010.0,1334846.0,2640946.0,768290.0,1850487.0,8958.0,7825.0,153217.0,,23652689.0,2122515.0,1578500.0,164000.0,9768000.0,2600.0
2022-04-03 00:00:00+00:00,542635.0,1431777.0,7339663.0,1745560.0,1197120.0,2787661.0,823320.0,1880822.0,10117.0,8613.0,186441.0,,21863546.0,1049086.0,1678900.0,194000.0,9122000.0,2600.0
2022-04-10 00:00:00+00:00,514814.0,1458138.0,7441893.0,1689690.0,1229508.0,2866949.0,839360.0,1910548.0,9670.0,8656.0,210794.0,,19847123.0,1094057.0,1781200.0,211000.0,8289000.0,2600.0
2022-04-17 00:00:00+00:00,473013.0,1503775.0,7656944.0,1844180.0,1338623.0,2920231.0,860350.0,1973753.0,10358.0,5241.0,238318.0,,19338843.0,1114300.0,1857900.0,227000.0,8332000.0,2600.0
2022-04-24 00:00:00+00:00,403187.0,1582983.0,7856475.0,2080680.0,1380258.0,2972476.0,877980.0,2008697.0,6596.0,2629.0,267209.0,,18516371.0,1109657.0,2066600.0,227000.0,8617000.0,2600.0
2022-05-01 00:00:00+00:00,376285.0,1650768.0,7954466.0,2298610.0,1418563.0,2998444.0,865140.0,2063417.0,9593.0,2792.0,283919.0,,18328177.0,1116400.0,2228600.0,264000.0,9009000.0,2600.0
2022-05-08 00:00:00+00:00,404104.0,1703005.0,7941866.0,3078050.0,1511294.0,2999956.0,865570.0,2197607.0,,3087.0,294351.0,,20306180.0,1084714.0,2385500.0,261000.0,10484000.0,2600.0
2022-05-15 00:00:00+00:00,521892.0,1764738.0,7898472.0,3635300.0,,3006963.0,859630.0,2419503.0,9038.0,2799.0,298977.0,,22082817.0,1077314.0,2489700.0,264000.0,11949000.0,2600.0
2022-05-22 00:00:00+00:00,741362.0,1833959.0,7899578.0,3863680.0,1954315.0,2999506.0,848360.0,2576437.0,8301.0,3121.0,289703.0,,27827119.0,1072043.0,2516900.0,257000.0,15373000.0,2600.0
2022-05-29 00:00:00+00:00,849573.0,1876531.0,7840692.0,3999490.0,2156969.0,2964537.0,836760.0,2663424.0,8373.0,2951.0,282825.0,,32296750.0,1033957.0,2556600.0,254000.0,19581000.0,2600.0
2022-06-05 00:00:00+00:00,1039793.0,1921808.0,7753901.0,4048200.0,2345706.0,2932807.0,816910.0,2741659.0,7991.0,2527.0,276853.0,,37086369.0,1032343.0,2544500.0,257000.0,21425000.0,2600.0
2022-06-12 00:00:00+00:00,1125611.0,1972378.0,7610604.0,4101890.0,2411291.0,2927346.0,776230.0,2719187.0,8382.0,2909.0,270605.0,,42080583.0,1010671.0,2527200.0,283000.0,23198000.0,
2022-06-19 00:00:00+00:00,1160127.0,1963602.0,7440164.0,4132850.0,2434351.0,2885513.0,746860.0,2670227.0,8101.0,3110.0,249988.0,,46475161.0,1010486.0,2440900.0,276000.0,24598000.0,2600.0
2022-06-26 00:00:00+00:00,1272332.0,1956156.0,7335369.0,4045170.0,2482855.0,2814977.0,709890.0,2852027.0,7868.0,6021.0,237436.0,,51892355.0,1000943.0,2336200.0,247000.0,26665000.0,2600.0
2022-07-03 00:00:00+00:00,1403125.0,1932410.0,7194500.0,3994210.0,2469618.0,2741043.0,684860.0,2681877.0,9595.0,7552.0,231494.0,,54565956.0,974314.0,2301000.0,246000.0,27692000.0,2600.0
2022-07-10 00:00:00+00:00,1472437.0,1909492.0,7037432.0,3936640.0,2462110.0,2683837.0,659130.0,2614979.0,9552.0,5682.0,221631.0,,56099165.0,946100.0,2237600.0,246000.0,28250000.0,2600.0
2022-07-17 00:00:00+00:00,1506209.0,1866298.0,6828082.0,3907310.0,2382772.0,2607244.0,625720.0,2614979.0,8487.0,4217.0,210483.0,,57059916.0,934800.0,2138000.0,246000.0,28399000.0,2600.0
2022-07-24 00:00:00+00:00,1583697.0,1816933.0,6608574.0,3913460.0,2312574.0,2499564.0,604990.0,2377336.0,8467.0,4540.0,201564.0,,58302041.0,922514.0,2037300.0,250000.0,28572000.0,2600.0
2022-07-31 00:00:00+00:00,1715317.0,1770804.0,6357621.0,3938170.0,2274044.0,2403557.0,584820.0,2361321.0,8960.0,4665.0,191533.0,,59468823.0,900357.0,1958500.0,252000.0,28655000.0,2600.0
2022-08-07 00:00:00+00:00,1796278.0,1736519.0,6132407.0,3893310.0,2280964.0,2321419.0,572040.0,2336672.0,7675.0,4317.0,183357.0,,59874573.0,886014.0,1930400.0,267000.0,28380000.0,2600.0
2022-08-14 00:00:00+00:00,1765103.0,1697473.0,5982421.0,3851110.0,2249940.0,2239453.0,557860.0,2341979.0,10084.0,4010.0,176122.0,,60351907.0,868886.0,1898900.0,267000.0,28799000.0,2600.0
2022-08-21 00:00:00+00:00,1807960.0,1668359.0,5812377.0,3737190.0,2250959.0,2161633.0,536230.0,2319283.0,9918.0,4352.0,168652.0,,60519881.0,843929.0,1884900.0,242000.0,28683000.0,2600.0
2022-08-28 00:00:00+00:00,1873203.0,1640767.0,5643916.0,3599500.0,2244154.0,2095751.0,522830.0,2283430.0,10349.0,5636.0,155695.0,,59984628.0,833343.0,1959900.0,242000.0,27983000.0,2600.0
2022-09-04 00:00:00+00:00,1943380.0,1617516.0,5498074.0,3454450.0,2240533.0,2046210.0,504800.0,2287671.0,10652.0,10044.0,154389.0,,58970712.0,823271.0,2017400.0,242000.0,26955000.0,2600.0
2022-09-11 00:00:00+00:00,1947791.0,1608220.0,5329748.0,3485140.0,2252727.0,1994727.0,489570.0,2289541.0,9657.0,9353.0,155052.0,,59586351.0,845943.0,2030200.0,250000.0,26852000.0,2600.0
2022-09-18 00:00:00+00:00,1979697.0,1592549.0,5094243.0,3396670.0,2254828.0,1943454.0,434780.0,2269171.0,9804.0,10155.0,156600.0,,59467822.0,865629.0,2098800.0,242000.0,26243000.0,2600.0
2022-09-25 00:00:00+00:00,1936840.0,1574778.0,4867449.0,3335780.0,2253974.0,1909720.0,450130.0,2222284.0,10557.0,8764.0,157385.0,,60740092.0,868900.0,2167800.0,242000.0,25967000.0,2600.0
2022-10-02 00:00:00+00:00,1986419.0,1537911.0,4808909.0,3371870.0,2313405.0,1881817.0,450160.0,2207775.0,10640.0,10413.0,163875.0,162524.0,64188471.0,857757.0,2238000.0,241000.0,26392000.0,2600.0
2022-10-09 00:00:00+00:00,1966711.0,1508387.0,4757275.0,3414620.0,2320864.0,1849707.0,440730.0,2185858.0,10132.0,10021.0,167179.0,152378.0,65695729.0,857229.0,2222800.0,281000.0,26563000.0,2600.0
2022-10-16 00:00:00+00:00,1963640.0,1486306.0,4759479.0,3430830.0,2315468.0,1826976.0,427670.0,2217213.0,10930.0,10377.0,167729.0,153097.0,65865138.0,883814.0,2144500.0,291000.0,26219000.0,2600.0
2022-10-23 00:00:00+00:00,2001005.0,1468623.0,4884752.0,3419990.0,2419163.0,1797777.0,415920.0,2355750.0,9214.0,10679.0,169265.0,139405.0,66859273.0,1028329.0,2051000.0,291000.0,25852000.0,2600.0
2022-10-30 00:00:00+00:00,1947915.0,1445533.0,5045030.0,3461180.0,2455704.0,1774803.0,406780.0,2369320.0,9884.0,10356.0,178366.0,127565.0,68623349.0,,2004400.0,299000.0,25611000.0,2600.0
2022-11-06 00:00:00+00:00,1919050.0,1425503.0,5135888.0,3532490.0,2495545.0,1751976.0,413010.0,2340800.0,9467.0,9604.0,188700.0,119287.0,71525143.0,1160743.0,1945300.0,337000.0,25932000.0,2600.0
2022-11-13 00:00:00+00:00,1880574.0,1407436.0,5211425.0,3525780.0,2499746.0,1737876.0,482060.0,2311316.0,9403.0,9664.0,215124.0,106288.0,70281173.0,1214914.0,1903600.0,355000.0,25403000.0,2600.0
2022-11-20 00:00:00+00:00,1874133.0,1390735.0,5454445.0,3450130.0,2518920.0,1817537.0,595520.0,2297352.0,9640.0,9468.0,306555.0,115076.0,68221481.0,1286171.0,1939300.0,355000.0,24368000.0,2600.0
2022-11-27 00:00:00+00:00,1828143.0,1361235.0,5768825.0,3385770.0,2462887.0,1823879.0,590880.0,2270509.0,9478.0,9478.0,282994.0,112033.0,65780111.0,1472200.0,1948900.0,376000.0,23082000.0,2600.0
2022-12-04 00:00:00+00:00,1756788.0,1345190.0,5758229.0,3330200.0,2374305.0,1838903.0,678130.0,2249585.0,9914.0,9636.0,286905.0,97931.0,62714198.0,1509729.0,1955600.0,394000.0,21947000.0,2600.0
2022-12-11 00:00:00+00:00,1677478.0,1360879.0,6191200.0,3241340.0,2190805.0,2021853.0,767170.0,2239061.0,8923.0,10163.0,412497.0,126281.0,59499025.0,1509143.0,2043200.0,417000.0,20754000.0,2600.0
2022-12-18 00:00:00+00:00,1636954.0,1352616.0,7263299.0,3215250.0,2142607.0,2071363.0,784270.0,2265916.0,9358.0,9991.0,435651.0,161212.0,57575465.0,1858057.0,2088500.0,417000.0,19769000.0,2600.0
2022-12-25 00:00:00+00:00,1678718.0,1353013.0,8010646.0,3234460.0,2284112.0,2080923.0,807950.0,2234005.0,11345.0,8438.0,390343.0,156277.0,56836295.0,2095371.0,2120800.0,442000.0,19342000.0,2600.0
2023-01-01 00:00:00+00:00,,,,,,,,,,,,,,2285686.0,,,,
